,angle,energy,StdErr,StdDev
91,0.070597588,25.990434158298026,0.08424804981821835,2.6641572585290456
92,0.105896382,25.700625723338977,0.0850430125400324,2.689296187087638
93,0.141195175,25.27487362418602,0.08550152446689709,2.7037956073200875
94,0.176493969,24.795361183625047,0.0858563990914674,2.715017728294481
95,0.211792763,24.275193582259003,0.08668287519877281,2.7411531976024293
96,0.247091557,23.509516125106046,0.08822816290772124,2.790019485607833
97,0.282390351,22.61958699413898,0.09015410986314888,2.8509232759260144
98,0.317689145,21.674338344648966,0.091984802178771,2.908814850049352
99,0.352987939,20.658929540585994,0.09349685957238948,2.9566303032166736
100,0.388286732,19.620938953196998,0.09453871606312934,2.9895766982743543
101,0.423585526,18.57343596751096,0.09532657940425712,3.0144911247034942
102,0.45888432,17.491215466763943,0.09604020872909279,3.037058065419183
103,0.494183114,16.36283767339994,0.09670552107609531,3.0580970891387858
104,0.529481908,15.291185459702934,0.09723932061798381,3.0749773128020066
105,0.564780702,14.304733218872965,0.0974166355045959,3.0805845018494935
106,0.600079496,13.298587843065008,0.09732804885261771,3.0777831459440965
107,0.635378289,12.246307849669964,0.09714896175501431,3.07211991466434
108,0.670677083,11.262415413494004,0.0968881137589632,3.063871176758219
109,0.705975877,10.325510192059962,0.09655657842444845,3.0533871089392948
110,0.741274671,9.473319515811966,0.09622091248446665,3.042772419906456
111,0.776573465,8.737403881062939,0.09601864488094833,3.036376156666638
112,0.811872259,8.196963331072977,0.09570053295809575,3.026316574395939
113,0.847171053,7.698594633797974,0.09511756399913975,3.007881477241157
114,0.882469847,7.243724894955976,0.0943335867628955,2.9830899402385995
115,0.91776864,7.005368795810039,0.09360515473298386,2.960054896887193
116,0.953067434,6.904996377860938,0.09315938755175887,2.9459585008989526
117,0.988366228,6.897282176446971,0.09279731994020278,2.9345089177040093
118,1.023665022,7.003591978216951,0.09237988330896951,2.9213084123691604
119,1.058963816,7.347214567156053,0.09200175986244552,2.9093510990918734
120,1.09426261,7.830716441390974,0.09163148593124001,2.8976420092839343
121,1.129561404,8.419130942093988,0.09126804924791276,2.88614913223822
122,1.164860197,9.149290539410915,0.09105305496547193,2.879350416073954
123,1.200158991,10.069957054025924,0.09107846612113758,2.8801539873727595
124,1.235457785,11.06724090355591,0.09114890882388359,2.8823815812249154
125,1.270756579,12.226230229947852,0.09110033841608194,2.880845650069551
126,1.306055373,13.553778661848973,0.09097222988692275,2.8767945026711796
127,1.341354167,14.924629937916968,0.0907570046272482,2.8699884823654522
128,1.376652961,16.377890720124913,0.09065251936075154,2.8666843681248606
129,1.411951754,18.051923672602975,0.09078126808654773,2.870755760318465
130,1.447250548,19.846187703267994,0.09106826768775877,2.8798314845923345
131,1.482549342,21.69379396314003,0.09133590514166111,2.8882949240073312
132,1.517848136,23.583297068038934,0.09139407586647794,2.890134443842972
133,1.55314693,25.508107099072937,0.09113860166074284,2.8820556401075184
134,1.588445724,27.537219570885995,0.09071129380315901,2.868542979187001
135,1.623744518,29.504803144460013,0.09023109720489188,2.8533578294351107
136,1.659043311,31.566389653412017,0.08994351717468946,2.844263750384914
137,1.694342105,33.61272756045695,0.08978341959756114,2.8392010204689146
138,1.729640899,35.53451733736699,0.08941335958053816,2.827498695221381
139,1.764939693,37.50494273472394,0.0886872418159908,2.8045368353665863
140,1.800238487,39.45068870986899,0.08787373198856097,2.7788113958304983
141,1.835537281,41.356779301520945,0.08710208305894082,2.754409714114192
142,1.870836075,43.18070359634905,0.08628204699803035,2.7284778969546957
143,1.906134868,44.93585265146198,0.08536144428803476,2.6993658831176
144,1.941433662,46.57642191034099,0.0845300973057261,2.6730763832175692
145,1.976732456,48.13421312274299,0.08396204631514846,2.6551130336441675
146,2.01203125,49.56409397056494,0.08383349405174408,2.65104785413689
147,2.047330044,50.86309578316903,0.08434075808286803,2.6670889512711926
148,2.082628838,51.967335509393024,0.08519175837639383,2.6939999434413258
149,2.117927632,52.89617564241097,0.08587506911799304,2.715608126372449
150,2.153226425,53.66173969914804,0.08620793704469114,2.7261343344562885
151,2.188525219,54.14005978832397,0.08641122591908672,2.7325628931169077
152,2.223824013,54.506349245786,0.08689819821538863,2.747962309254072
153,2.259122807,54.582367361883996,0.08757317084414795,2.769306817905579
154,2.294421601,54.41999082252005,0.08848356744978318,2.7980960863845135
155,2.329720395,54.05457671060394,0.08956926018241478,2.8324287051265937
156,2.365019189,53.48932334898899,0.09053564484324063,2.8629884713671836
157,2.400317983,52.707625877407025,0.09111872201673844,2.881426990566246
158,2.435616776,51.76652208358493,0.0913911990349667,2.8900434704427713
159,2.47091557,50.62083788984698,0.09166431325807546,2.898680100506882
160,2.506214364,49.31399221301603,0.09214851562295179,2.9139919237213734
161,2.541513158,47.825919292075035,0.09264176708260738,2.9295899044385165
162,2.576811952,46.28580449770402,0.09291609738561919,2.9382649903257314
163,2.612110746,44.656197235958004,0.09293299275431682,2.9387992687956594
164,2.64740954,42.85920747003598,0.09250176303274192,2.92516258764629
165,2.682708333,40.976235953351015,0.09162290170685596,2.8973705522739386
166,2.718007127,39.046389814151965,0.09048843894639047,2.861495689836809
167,2.753305921,37.02581109022494,0.08942794691070559,2.827959987104481
168,2.788604715,35.05371951321895,0.08879625907605226,2.8079842638272376
169,2.823903509,33.03465286564298,0.08868806118692411,2.8045627461505642
170,2.859202303,31.041019838065953,0.08898931044783805,2.814089084229868
171,2.894501097,29.014249270210946,0.08939833045167354,2.827023432436778
172,2.92979989,26.966826486745926,0.08959316243052698,2.833184560578924
173,2.965098684,24.989526571017038,0.08923678501864075,2.8219149172969598
174,3.000397478,23.033285623646982,0.08838850076632142,2.795089813891139
175,3.035696272,21.128482894228046,0.0875139802033121,2.7674350454935164
176,3.070995066,19.324832609798957,0.08695949982829504,2.749900836464334
177,3.10629386,17.521028240239026,0.08679591639343125,2.7447278740479004
